H@Q@YiW: I?h]@eOWG, 
X?CGO_O?GA?B?_@??OGGC?I?@O??G@?@__AG_?OA??GG??Q_??a: Y?hY@aOGG??B_??@_???T?A??@g?@?A?C????_AI??@???H?_?@???g_, 
X?CGO_O?oH?A?A?g?g??C?@C?A??GA?@Q?@OG?@a??CO??_G??B: Y??W?eO?G?GB_A?_g_?C@???_OK??OO?C`??A??I?A??@A@G??O??AC_, 
X?CGO_O?oH?A?A?g?g??C?@C?A??GH?@P?@O_?@C??CC??@O??D: Y??W@eO?G?GB_A?_g_?C@???_OC??OO?C_??A?AG??W???LO?O??AC?_, 
X?CGO_O?oH?A?A?g?g??G??c?A??G@??S_?SO?GC?A?G??P_?@C: Y?HA@_AGGOG?_G??o@?_@C??C@GO???GCB???C?WG?C?@_@_?A???S?_, 
X?CG_???G`?g?c?W?o?Q??C??I??GP?@`?@G_??c??GC??@O??D: Y??G@c??G?GB?AO_g_?CP_?_?OK@??G?C_?CCG?HO??A??@a??????P_, 
X?CG_???W_?o?_A?_C?A@@G?@G??_@??X?D?O?Cc?@CC@??_?_@: Y??W@e??G?GB_AO_g_?CP????OC??OO?C_??A?AG??W???LG?@?CG??_, 
X?CG_???W`?O@O?g?__Q??C??K??CP?@`?@G_??c??GC??@O??D: YCGA@CAGK?GAD??BOC??F????GA??O??KG????BGG?O???LCO??B???_, 
X?CG_???oH?C?OAGAG?CC@@??I??g@?@`?@G_??c??GC??@O??D: Y?hW@eOGG??@_???G???C?a???wC@??Od?@????G?_?_?g@?@?C??o?_, 
X?CG_?@?GE?c?C?_@?Ga?@C??E??SA?@O_@O_??c??GC??@O??D: YCHW@cAGKO?@?GO@????_O???AG??_?@K?C???KK?@????T?_A???o?_, 
X?CG_?@@GA?O@_A@?@??o?GG@??_?A??W_?Q_?oC?H?C??_O??`: Y?HQ@aO???CB_AO?`????B??B?GCO??aC??_?CCK?????E@?GC????I_, 
X?CG_?@@GA?O@_A@?@??o?GG@??_?A??g_?I_?oC?H?C??_O??`: Y?HQ@_O???CB?AO?`_?E@_?_?o?CO??aEG?????G@????@B_??A??@C_, 
X?CG_?A@?C_cAOCO?E??W?O???G??H??o_?cO?OC?C?G??P_??c: Y?HG@cAGGOG@_G??o@?_Bc??C@GC???G@????C????D???J???o???K_, 
X?CG_?B??@?B@_AO?g??OCC??OO?G@?@G_?W_?OA?C?G??Q_??a: Y?gW?_OOGC??@??Bo??C@O?C?G_E????\???G@?K@??CG?@?D????_G_, 
X?CG_?EA?A?@CO@A?Q?A??K??CO?G@??W_?QO?OC?C?o?C?O??`: Y?HQ@_O???CAA??CoC??BO?C?oK???COE?G???_G?W????RB????o??_, 
X?CG_?EA?_?@?c@O?H?@_?P??C???H??o_?c_?OA?C?G??Q_??a: Y?hW@aOGGC??_??@g???H?_??AG?OG?@OB?????y?A??@A??D?????B_, 
X?CG_?EAOG?W?ACA?E?AC?@??AG?AA??q??aG?@@??CG??@_??D: Y?hW@eOGG?GA_A?__??CP????@a????OC?CG??GG??W???P??AO???D_, 
X?CG_?EC?A?@@CAO?P?A??K??CO?G@??W_?Q_?OA?C?o?C?O??`: Y?gY@eOGGC?B???@__??D??@??k?????C??@??aG?O_??GHO??G??A__, 
X?CG_C???@?B@_AOAC?AO@C??o??G@?E?_?SO?GC??OG??P_??c: Y?hW@eOGGC?A_???GO??C?AC?B??A???S?CA??@Q?A????F?B????K?_, 
X?CG_C??GA?B@?AG?o?_C?I?@O??G@?@__?K_?OA?C?G??Q_??a: Y?hW@eOGG??@_??@G???C?a???wC@??Od????@?G?_???GD??o????E_, 
X?CG_C??GA?B@_CG?g?P??A??OG?G@??g_AG_?GA?A?G??Q_??a: Y?HQ?cOG?CG????Bo@@?@a??@?W?C?@?C?A??C?[??C?C?DB????D??_, 
X?CG_C??GA?BC?@?_o?P??I?@O??G@?@__?K_?OA?C?G??Q_??a: Y?gW@eOGG??B_A?_G???@?_??A??B???[?@C??EIG???@?@O@????C@_, 
X?CG_C??GB?_@_AO?A_@?C????W?_A?EA?K?_?K@??SC??_O??`: Y?gW@eOGG??B_??_g_??@????AI?A??OGA?G???w?G???B@O??A?AC?_, 
X?CG_C??GIAC?C?W?o?OC?C??E??OP?@`?@G_??c??GC??@O??D: Y?`O@AO?GCC@?AOC`??E?O_?P?H????@CG????CWG@????T_?_??D??_, 
X?CG_C??WG?S?CA??@GI?CG??E??S@?@P?@O_??c??GG??@G??D: Y?gY@eOGGC?B????__??D??@??k??O??D??@??aG?O???GH?@O???CA_, 
X?CG_C??W`?_?@?G_o?Q??C??K??CP?@`?@G_??c??GC??@O??D: Y?gY@eOGG??B???@__??D_?_??g??G?Od?@????G??C?O?BO??A?A?C_, 
X?CG_C?@?@?B@_AO?K?_O?K??C???H??o_?c_?OA?C?G??Q_??a: Y?gW@eOGG??B_??_g_??P????AA?A??OGA?G???Y?G???B@??B????c_, 
X?CG_C?@?@_ACG?@_C_K?AO?@???O@??o_?aO?@C??GO??QO?OA: Y??W@E??G?GB_AO_g_?CP_??O?H?_???CG???O?X??@???hCG??A?A?_, 
X?CG_C?@G?_C?W?B?o?Q?C????G?O@?@`??I_?oC?GGC??OO?@@: Y?gW@eOGG?GA_A??_??C@?@??@_C???OTC????@I?@???@B?AC???O__, 
X?CG_C?@O@_?AG?@_C__G@_?@???O@??o_?aO?@C??GO??QO?OA: Y?HY?cOG?CGA???Bo@??@A??@?W?C?@?C?A??C?[??C?C?D_?A?G?C?_, 
X?CG_C?@_@?B@?C?_K?P??Q??C???H??o_?c_?OA?C?G??Q_??a: Y?hW@eOGG?GA_A?__??C@????@A????OS??O??BG?O@??C`?@A???G__, 
X?CG_C?A?@?B@_@O?K?_O?K??C???H??o_?c_?OA?C?G??Q_??a: Y?@G@cA??OG@_G??o@?_Bc??C@IC?@????o????WO?A?A_@GC?????c_, 
X?CG_C?AGA?BC?@?_K?K??I??C???H??o_?c_?OA?C?G??Q_??a: Y?hW@eOGG?GA_A?__??C@????@A????OS??O??BG?O@??C`?@A???G__, 
X?CG_C?C?@?B@_@O?K?OO?K??C???H??o_?c_?OA?C?G??Q_??a: Y?@G@cA??OG@_G??o@?_Bc??C@IC?@????o????WO?A?A_@GC?????c_, 
X?CG_C?C?@?B@_AO?K?GO?K??C???H??o_?c_?OA?C?G??Q_??a: Y?gW@eOGG??B_??_g_??P????AA?A??OGA?G???Y?G???B@??B????c_, 
X?CG_C@??@?B@_@O@C??_?ACOO??GA?@`??K_?O@?C?C??Q_??a: Y?GG@e?O?CCAP??A`??_@_A??_S?????W?o????wg????CPO_???@O?_, 
X?CG_C@??@?B@_@O@C?__?A??OG?G@??o_AC_?GA?A?G??Q_??a: Y?H?@_AGGO?@_G??o@?_Bc??C@GG???GCB?????YC???A?BO@??A??__, 
X?CG_C@??@?B@_@O@C?__?A??OG?GA??p?@C_?G@?C?C??Q_??a: Y?H??eO?G??B_AOC?_?CPG@??BK??@???K?????wO?C?G?HO_??C?G?_, 
X?CG_C@??@?B@_@OAC??O?CCGO??GA??h??g_?O@?C?C??Q_??a: Y?@G@cAGG??@_G??o@?_Bc??C@GC?@??CG?@?D?I??C?@?@O@??A??@_, 
X?CG_C@??@?B@_@OAC?O_?A??OG?G@??o_AC_?GA?A?G??Q_??a: Y?gW?aOOGC?????Bo??C@O?C?G_E????\???G@?HA???_O@?D????_G_, 
X?CG_C@??@?B@_@OAC?O_?A??OG?GA??p?@C_?G@?C?C??Q_??a: Y?@G@CAGG??B_G??o@?_Bc??C@GC?@O?@??A?A?Ga?????XO@??A??C_, 
X?CG_C@??@?B@_AO?c??_?ACOO??GA?@`??K_?O@?C?C??Q_??a: Y?gW@eOGG?GA_A??g??CP?@??@_CA??OCC????@G??@??@HO??A??AC_, 
X?CG_C@??@?B@_AO?c?__?A??OG?G@??o_AC_?GA?A?G??Q_??a: Y?gG@aOOGC??@??Bo??C@O?C?G_E????\????@?H???a_?@?D????_G_, 
X?CG_C@??@?B@_AO?c?__?A??OG?GA??p?@C_?G@?C?C??Q_??a: Y?H?@cA?GO?@_G??o@?_Bc??C@GG???GD???GC?GC?@?A?HO@??A??__, 
X?CG_C@??@?B@_AOAC??O?CCCO??G@??g_A__?AA?A?G??Q_??a: Y??W@EO?G?GB_A?_g_?C@a??O?H?_???CG???O?X??@???hO?O??AC?_, 
X?CG_C@??@?B@_AOAC??O?CCCO??G@??g_B?_?AA?@?G??Q_??a: Y?gW@eOGGC?A??O@__??T_?`??g????G@??A???W?O????X?_?_???E_, 
X?CG_C@??@?B@_AOAC??O?CCCO??GA??h?@__?A@?C?C??Q_??a: Y?gY@eOGGC?B??O@__??S_?_??G??G?@`??A???G??G_??H??GC???`_, 
X?CG_C@??@?B@_AOAC??O?CCCO??GA?@P??S_?O@?C?C??Q_??a: Y?gW@eOGG??A_A??g??C@?@??@_C???OTC????AI?G????b?AC???O__, 
X?CG_C@??@?B@_AOAC?G_?A??OG?G@??o_AC_?GA?A?G??Q_??a: Y?@G@c?GG??B_G??o@?_Bc??C@GC??O?D??A?A?H??A?S?@O@??A??C_, 
X?CG_C@??@?B@_AOAC?G_?A??OG?GA??p?@C_?G@?C?C??Q_??a: Y?GW@AOOGC??@??Bo??C@O?C?G_E????\???G@?KO??AG?@?D????_G_, 
X?CG_C@??G_C?G?D?o?Q?C?_?G??_C?@__AAO?PC?GGC?@?O??`: Y?gY@eOGGC?B????__??D??@??k??O??D??@??aG?O???GH?@O???CA_, 
X?CG_C@?G@?oAO?A?A??P?COO??G?A??W_?Q_@_C?B?C??_O??`: Y??G?c?GG?GB_AO_g_?CPa????H???G?KO?CA??k@???G?@G??@CG??_, 
X?CG_C@C?@?B@??K?o?Q??A??AG?K@?@`?@G_??c??GG??@G??D: Y?gY@eOGG??B???@__??D_?_??g??G?Od?@????G??C?O?BO??A?A?C_, 
X?CG_C@C?G?B?G?K?o?Q??A??AG?K@?@`?@G_??c??GG??@G??D: Y??G@eO?KCCAP??BP???@G??C?W_?_O?T?O????GC????OBO??A??OC_, 
X?CG_CC??D?g?WACAA??C?B??OO??@??W_?QO?GC?A?G??P_??c: Y?hW@eOGG?GA_A?_g??CO?@??@g??O??_?G???G???D???J???o???K_, 
X?CG_CC?GA?B??C?_o?OC?I?@O??G@?@__?K_?OA?C?G??Q_??a: Y?HG@_AG?OGB_G??o@?_Bc??C@I????_C@???G??C?C???F?_?G???S_, 
X?CG_CC?GA?B?_@?@?O_A?I?@O??G@?@__?KO?OC?C?G??P_??c: Y??G?EOG??GB_AO_g_?CPA??P?H???@?Cg???C?OA?C???F_?A?D???_, 
X?CG_CC?GA?B?_C??_GOC?I?@O??G@?@__?K_?OA?C?G??Q_??a: Y?hW@aOGGC?A_???g???H?_??AG?OG?@OB?????y?A???A@?A?@?@O?_, 
X?CG_CC?GA?BA?C??OOGA?I?@O??G@?@__?KO?OC?C?G??P_??c: Y??O?COG??GB_AO_g_?CPa??P?H???@?Cg???C?OA?C???F_G??B???_, 
X?CG_CC?GA?BA?C??o??E?I?@O??G@?@__?KO?OC?C?G??P_??c: Y?hW@eOGGC?A_AO?????W?????y????G??@@??Gg?AO???X?_G???a?_, 
X?CG_CC?GA?O@??C_@_OOCC?@??@?@?AD??c_?_c?GGC?@?O?C@: Y?gY@eOGGC?A_??@g_??D??O?GY?????C?G????g??O???L?@?O???E_, 
X?CG_CC?GA@GCG?A?A??P?COA??G?A??S_?S_@_C?B?C??OO?@@: YCGA?cAGGO?AC??BO??G@?@??AY??O?EDC???A?K@??CG?@B?????GC_, 
X?CG_CC?GA@GCG?A?A??P?COA??G?A??c_?K_@_C?B?C??OO?@@: Y?GY@COOGCC?@???p??a@?G??DC?O??CE??G?@?I??A?@G@?C?C??B?_, 
X?CG_CC?O@?@?CAOAC?CC@@??I??g@?@P?@O_??c??GC??AO??B: YCHA?c?GK?GAD??A?G?O@??GK?H??O?Oc?_???OK??@??W@?g???@?C_, 
X?CG_CC?O@?O@??A_A_OOCC?@??@?@?AD??c_?_c?GGC?@?O?C@: Y?HI@eOGG??B_??@g???T?a??@k?????CO?????gO?????L@??O???E_, 
X?CG_CC?O@@@CC?A?A?C@@?O?_?A?@?@D?@C_?_c?GGC?@?O?C@: Y??I@eOGGC?B_??@g_??Da????H???G?CO?C???i?A??@A@A??C??@O_, 
X?CG_CC?W??B@_??@?G_A?I?@G??GC??i??gO?O@?C?C??QO??a: Y?gW@eOGG??B??O_G_??@?_C?I??G??CD??A?ACG?AA??@__?_????B_, 
X?CG_CC?WD?g??A?a?O?C?B??OO??@??W_?QO?GC?A?G??P_??c: Y?hW@eOGG?GB_??_g?G?P?_??AG?O???O??O??@???C_??L???o???K_, 
X?CG_CC?WD?gA?C???W?W?C???G??H??o_?cO?OC?C?G??P_??c: Y?gW@eOGG?GB_?O_g_??P?_??AG??G??_?G???A???D???J???o???K_, 
X?CG_CC?WD?gA?C??@_?E?C???G??H??o_?cO?OC?C?G??P_??c: Y?HG@cAGGOG@_G??o@?_Bc??C@GC???G@????C????D???J???o???K_, 
X?CG_CC?gI?B????_K?OAC?_?C???H??o_?cO?OC?C?G??P_??c: Y?hW@eOGG?GB_??_g??CP?A???g?C???G?@???A???C_??L???o???K_, 
X?CG_CC?gI?K?EA?A???C??W?CO??@??W_?QO?GC?A?G??P_??c: Y?hW@eOGG?GB_??_g?G?P?_??AG?O???O??O??@???C_??L???o???K_, 
X?CG_CC@_@?GA@?C_@_`??Q??@??@@??T??S_??c??GC??@O??D: Y?hW@eOGKCGA?_?@??O?@????@??O_?CL??G??CG?A???D@??B????E_, 
X?CG_CC@_Q?K?E??_??_A??G?__?GP??L??G_?CK?@?C?G?O??B: Y?hW@eOGKCGA?_?@??O?@????@??O_?CL??G??CG?A???D@??B????E_, 
X?CG_CC@_Q?K?G??a???o??G??G?A@??p??a_@OC?CGC??OO?@@: Y?hW@eOGG?GA_A?__???@?@???gC?_?O??GO??P???E???FO?G???AO_, 
X?CG_CCA?@_A?O?@_C__C@_?@???O@??o_?aO?@C??GO??QO?OA: Y?_G@eO?G??A_A?@g???X?a??@iC??O?C_??@??IG?????LGC??C??C_, 
X?CG_CD?GA?B@_??@?G_A?C??GG?GC??i??gO?O@?C?C??QO??a: Y?gW@eOGG??B_??_G_??@?_??I??G??CD?@???EI??C?@A@??OO??B?_, 
X?CG_CE?GA?BA???a?GI??A??OG?GC?AQ?ACG?GA??_C??PO??c: YCGA?CAGK?GAD??B???O@??GK?H??O?Oe?_???oGG??AG?@O??A?OG?_, 
X?CG_CE?O_@G?A@C?B?@C?@??AG?AA??q??aG?@@??CG??@_??D: Y?hW@eOGG?GA_??_g???@?B???g?O??ACA?O??_G?O?_??g??C_???B_, 
X?CG_CEA?G?I?ACA?E?AC?@??AG?AA??q??aG?@@??CG??@_??D: Y?hW@eOGG?GA_A?__??CP?@??@_????OP??A??@G?@C??@@???o???D_, 
X?CG_CEAO??@?K?O?_?_O?AO?C_?G@?B?_?K_?CA?C?G??Q_??a: Y?gW@eOGG?GB_A?_G?????_??A??B???[?@C??EI????@A@@??A??K?_, 
X?CG_CEAO??_?B?K?G??PCA??A??GA?@I??SG?Ac?A?G??OG??B: Y?HQ@_O???CAA??CoC??BO?C?oK???COE?G???_G?W????RB????o??_, 
X?CG_CEAO?A??K@??@GAO?B??C???C?Aa??aO?`@??KC?@?O??`: Y?@I@CAG?O?@_G??o@?_Bc??C@G?G@??CG?@?D?A??C???FCO???K??_, 
X?CG_CEAO?A@@??A_@?@_?OG?E??AC??p??C_?G@??DG??OG??D: Y?hY?e?GG??B_??@g???T?a??@g???@?C_?????W_?????T?O?_???E_, 
X?CG_CEAOA?E@??@?@?_A??_?A_?OP??L??G_?CK?@?C?G?O??B: Y?hW@eOGG?GA_A??_??CO?@??@I?@???C??o??AGCA??@?H??H????S_, 
X?CG_CEAOG???K?@?G_?Q?B?O????I?@a?ACG?Ac?A?G??OG??B: Y?hW@eOGG?GA_A??_??CO?@??@I?@???C??o??AGCA??@?H??H????S_, 
X?CG_CEAOG?@?AC@?E?AC?@??AG?AA??q??aG?@@??CG??@_??D: Y?hW@eOGG?GA?A?_g???P?????G?OO?@G?CG???o?AG???F_?_??_C?_, 
X?CG_CEAO_?@@A?O??_@_?@O?A_?BA??C_?D_?AC??_C??@O??D: Y?`Q@cOGG??B_??@g???T?a??@g@??G?C???I??K??@???HA??@???g_, 
X?CG_CEAO_?G?@@??E??A?A_?G???c?EA?COO?H@??KC?@?O??`: Y?@I@_AGGO?@_G??o@?_Bc??C@G?G@??CG?@?@?A??C???F?o???C?C_, 
X?CG_CO?GG?@?E?W?o?Q??D??A??GA?@a?@GG?@c??CG??_G??B: Y??I@eOGGC?B_??@g_??D_??O?HO????C??G@??WO?@???hO?O??AC?_, 
X?CG_CO?GG?@?E?W?o?Q??D??A??GH?@`?@G_??c??GC??@O??D: Y?HY@e?G???B_??@g???T?a??@gO???_C???CG?K??@???H?G?@???g_, 
X?CG_CO?GG?K?C?A_B?K?AO??E??AC??p??C_?G@??DG??OG??D: Y?@I@eOGG??B_??@g???T?a??@k???_?Cg?????G??C?_?BA??A???S_, 
X?CG_CO?GG?K?C?A_B?K?AO??E??AC??p??aG?@@??CG??@_??D: Y?HY@e?G???B_??@g???T?a??@gO???_C???CG?K??@???H?G?@???g_, 
X?CG_CO?O@?B@OA??CGG??CCAG??G@?@__AG_?OA??GG??Q_??a: Y?`O@AO?GCC@?AOC`??E?O_?P?H????@CG????CWG@????T_?_??D??_, 
X?CG_G???@?B?o@_@C?AOCC??o??G@?AO_?S_?GA?C?G??Q_??a: Y?`A?CO?GCCB_AOC_C@A?G??O??W????[G?G@?@K?@??G?@C??@??K?_, 
X?CG_G@??@_ACO?@_O_K?AG??O??O@??o_?aO?@C??GO??QO?OA: Y?GY@EOGGC?B_??@g_??DA????K?????KO?@??AGA?G???RO?O??AC?_, 
X?CG_G@?G@?A?B@_AG?O??_C?G??_@?@a?AAO?PC?GGG?@?G??`: Y??I@eOGGC?B_??@g_??Da????H???G?CO?C???i?A??@A@A??C??@O_, 
X?CG_G@?G@?A?BCO?o?O??_C?G??_@?@a?AAO?PC?GGG?@?G??`: Y?GY@e?GGC?B_??@g_??D???O?GO?O??E?????@W@?A??@DO?O??AC?_, 
X?CG_G@?GC?G?C@_@@?`??D??E??SA?B?_?W_??c??GC??@O??D: Y?hW@eOGGC?B_???g???@?@O?A??@???[?@A??@GC????ABO??A?AC?_, 
X?CG_G@A?a?_?`?g?E??W?C???G??H??o_?c_?OA?C?G??Q_??a: Y?@G@CAG?O?B_G??o@?_Bc??C@IC??O?@???G??W?G@???XCO???K??_, 
X?CG_GA??A_C?O?D?o?P?C?_?G??_C?@__AAO?PC?GGC?@?O??`: Y?hW@eOGG??A_??@g???@O_??A??OG?B??CO???w?O_??@@?a????@@_, 
X?CG_GA??A_oAGC??A?@_?OG?G??A@??p??a_@_C?AGC??OO?@@: Y?gW@eOGG??B_??_g_??P????AA?A??OGA?G???Y?G???B@??B????c_, 
X?CG_GA?GA?A?BC??o?P??OO?G??_@?@a?AAO?PC?GGG?@?G??`: Y?`O@AO?GCC@?AOC`??E?O_?P?H????@CG????CWG@????T_?_??D??_, 
X?CG_GA?GA?B?S??_o?P??AOO???G@?@__?IO?@C??GO??QO?OA: Y?gW@eOGG??B_??_g???O?_C?AI?A??OL?????C?G@????F?@?G??GC_, 
X?CG_GA?GA?B@_AGA??A_?@???_?OC?EA??aO?E@??WC??OO?@@: Y?@G@cA??OG@_G??o@?_Bc??C@IC?@????o????WO?A?A_@GC?????c_, 
X?CG_GA?GP?GCC?@?W?GA?C??I??GP?@`?@G_??c??GC??@O??D: Y?GW@c??G?GB?AO_g_?CP_?_?O@??G`?E?_????GO????@B_??A??@C_, 
X?CG_GA?O?_E?O?A_o?P?C????G?O@?@`??I_@_C?AGC??OO?@@: Y?@G@cAGG??@_G??o@?_Bc??C@GC?@??CG?@?D?I??C?@?@O@??A??@_, 
X?CG_GA?O@_@?P??_o?P??COO???G@?@__?IO?@C??GO??QO?OA: Y?gW@eOGG?GB_A?_G???@?_??A??B???[?@C??AGG???@A@O??A??CC_, 
X?CG_GA@_P?G?E???C_AA?@OO????I?@a?ACG?Ac?A?G??OG??B: Y?hW@eOGG?GA?A?__???P?@???I?@??OO?@C???k?C??OA@??H????S_, 
X?CG_GACO?_??o@G@@?@??@C?K??G@?AO_?S_?GA?C?G??Q_??a: Y?@G@c?GG??B_G??o@?_Bc??C@GC??O?D??A?A?H??A?S?@O@??A??C_, 
X?CG_GB??@?B@_A??GG?OCC??OO?G@?@G_?W_?OA?C?G??Q_??a: Y?@G@CAGG??B_G??o@?_Bc??C@GC?@O?@??A?A?Ga?????XO@??A??C_, 
X?CG_GC?GA?BA??OA?GCC?I?AO??G@?@__?K_?OA?C?G??Q_??a: Y?_G@CO?G?GB?AO_g??CP_?__?G@??G@CP???C@@O?????F_??_D???_, 
X?CG_GC?gA?BA????GG_A?__?g??G@??o_?c_?OA?C?G??Q_??a: Y?HQ@_O???CAA??CoC??BO?C?oK???COE?G???_G?W????RB????o??_, 
X?CG_GEA?C?B?ACO?E?AC?@??AG?AA??q??aG?@@??CG??@_??D: Y?hW@eOGG?GA_A?__??CP?@??@_????OP??A??@G?@C??@@???o???D_, 
X?CG_GEA?C_G?K?O?@_?A?@CO????I?@a?ACG?Ac?A?G??OG??B: Y?hW@eOGK?GA?_?@????AO?G??G?O_?CC?A_??OGCO????h??K???@C_, 
X?CG_GEA?_?G?c?O?E??A?B??G???c?EA?COO?H@??KC?@?O??`: Y?hW@eOGG??A_A?_g??C@?@???g?O???C?GG??OO??c???FO@????@O_, 
X?CG_GG?W??B@_CO?O?@??AC?G_?G@?AG_?gO?_C??_G??P_??c: Y?HQ@_O???CAA??CoC??BO?C?oK???COE?G???_G?W????RB????o??_, 
X?CG_GGCO@?P?A@_?E?AC?@??AG?AA??q??aG?@@??CG??@_??D: Y?hW@eOGG?GA?A?__???P?@???I?@??OO?@C???k?C??OA@??H????S_, 
X?CG_GO?GA?BA??_?_GAC?I?AO??G@?@__?K_?OA?C?G??Q_??a: Y?hI?eO?G?C??A??_G??HG???OW?W??@U?A?D??GC???AG@O?O??A?A_, 
X?CG_GO@_?_??o?W@@?@??@C?K??G@?AO_?S_?GA?C?G??Q_??a: Y?gW@eOGG?GB_???__??@?_C?AI?A???C??_?A?WCA????hO??G?AC?_, 
X?CG_GP?GC?@?E?O?o?OA?D??A??GA?@a?@GG?@a??GO??OG??B: Y??I@eOGGC?B_??@g_??Da????H???G?CO?C???i?A??@A@A??C??@O_, 
X?CG_GP?GC?@?E?O?o?OA?D??A??GH?@`?@G_??c??GC??@O??D: Y?_W@e?GGC?B_??@_O??S??O??YG???@D??_??@I??O???JI???CG??_, 
X?CG_GP@?A?E?c?a?@??HA????G??H??o_?c_?OA?C?G??Q_??a: Y?gW@eOGG?GB???_g_??@??C?AG?A??OD??A?A@C?C??O@@??CO???K_, 
X?CG_GP@?A?EA??c?P??C?@_?GO??@??W_?Q_?GA?A?G??Q_??a: Y?hW@eOGG?GB_??__???P?_??A??@???S?@A??E???I???FO?G??A@?_, 
X?CG_GP@_O?H???__B?@C?@??AG?AC??p??C_?G@??DG??OG??D: Y?GI@eOGGC?B_??@g_??D_????G_?G??CC????AWO?A???dO?O??AC?_, 
X?CG_GP@_O?H???__B?@C?@??AG?AC??p??aG?@@??CG??@_??D: Y?GY@e?GGC?B_??@g_??D???O?GO?O??E?????@W@?A??@DO?O??AC?_, 
X?CG_K?A?@?BC?@?_K?CO?K??C???H??o_?c_?OA?C?G??Q_??a: Y?hW@eOGG?GA_A?__???@?@???gC?_?O??GO??P???E???FO?G???AO_, 
X?CG_K@??@?B?_@?@?O_O?CO?o??G@?@O_?S_?OA?C?G??Q_??a: YC?A?EA??OGAD??Ao@@?`B???DIG??@_C_???O?H???A??BA??G?O?A_, 
X?CG_K@??@?B?_@?A?G?SAC??o??G@?@O_?S_?OA?C?G??Q_??a: Y?_G@CO?G?GB?AO_g??CP_?__?G@??G@CP???C@@O?????F_??_D???_, 
X?CG_K@??@?B?_@?`C?__?A??OG?GA??p?ACG?OC?@?C??P_??c: Y?_W@a?OGCC????Bo??C@O?C?G_E????[CA??C?I?C???_BI???CG??_, 
X?CG_K@??@?B?_C?@C??a@A??Q??G@?AG_?o_?AA?C?G??Q_??a: Y?gY@eOGGC?B????__??D??@??k??O??D??@??aG?O???GH?@O???CA_, 
X?CG_K@??@?BC??_@C?GO?CO?Q??GA??h?AGG?OC?@?C??P_??c: Y?_G@CO?G?GB?AO_g??CP_?__?G@??G@CP???C@@O?????F_??_D???_, 
X?CG_K@??@?BC?@?@C??Q?C_AO??GC??q?B?G?@A?@?C??PO??c: Y?GY@COGGC?B_?O@g???T???@?K@????KO??A?AC??O???L@?G????K_, 
X?CG_K@??@?BC?@?`C??O?CCAO??GC?Aa?AGG?@A?@?C??PO??c: Y??Y@C?GGC?B_?O@g_??T???@?K@????Kg??CG?G_??@?@@_?A????Q_, 
X?CG_K@??@?BC?@?`C??_?c??GO?G@??W_?o_?OA?C?G??Q_??a: Y??W@e?O?CCAP??A`???@_A??_S?@???W?o????xO??A?A@O_???@O?_, 
X?CG_KA@GA???E?I??_OGC@??@_?DA??C_?D_?AC??_C??@O??D: Y?hQ?eOGG??B_??@g???T?a??@gA????C??A@??H??????JA??O???I_, 
X?CG_KC?GD???P?C_@___A@??@??@@??T??S_??c??GC??@O??D: Y?HW@EO?GCCB_AO?g??_@?_???OA???@???H??@g??W???Xa????CO?_, 
X?CG_KCC?O?A?A?@_I?D??G_?K??AC?@D??EG?C@??OO??@O??D: Y?hW@eOGG??A_??@g???@O_??A??OG?B??CO???w?O_??@@?a????@@_, 
X?CG_KCC?O?A?A?@_I?D??G_?K??AC?@D??IG?C@??GO??@O??D: Y?HY?cOG?CGA???Bo@??@A??@?W?C?@?C?A??C?[??C?C?D_?A?G?C?_, 
X?CG_KG??_?B?g@C?@?B??CG?C???H??o_?c_?OA?C?G??Q_??a: Y?hW@aOGGC?A_?O?GO??D?A??AGE????s?C???OG?G????b?A?G??OA_, 
X?CG_KG?W??@?E?g?`?_??@C?A??GA?@a?@GG?@a??GO??OG??B: Y?GY@EOGGC?B_??@g_??DA????K?????KO?@??AGA?G???RO?O??AC?_, 
X?CG_KG?W??@?E?g?`?_??@C?A??GH?@`?@G_??c??GC??@O??D: Y??Q@e?GGC?B_?O@g_??T_??O_?G????Kg????AGO?O???HA??_???D_, 
X?CG_KG?W??@?g@???G_O?E??C_?G@?@O_?S_?OA?C?G??Q_??a: Y??W@CO???GB_AO_g_?CPa??P?K@??O?C_???C?G?_????LG??A?G?C_, 
X?CG_KG?W??@?g@AA???o?@G?C???H??o_?c_?OA?C?G??Q_??a: Y?gW@eOGG?GB_A?_G?????_??A??B???[?@C??EI????@A@@??A??K?_, 
X?CG_KG?W??B?g@???G_O?@???_?OC?DA?@AO?E@??WC??OO?@@: Y?@G@cAGGOG@_G??o@?_Bc??C@IC?????G?@?C?H??A??_@???o???D_, 
X?CG_KG?W??B?g@???G_O?@???_?OC?EA??aO?E@??WC??OO?@@: Y?hW@eOGG?GA_A?__??CO?@??@??@??OC??o??AI??C??@`??H????S_, 
X?CG_KG?W?a??B?A?S??I@????G??H??o_?c_?OA?C?G??Q_??a: Y?@G@cAGGOGB_G??o@?_Bc??C@GC?@?????A???WO??_??PO??G???P_, 
X?CG_KG?W?a@?A??_S??I@????G??H??o_?c_?OA?C?G??Q_??a: Y?hW@eOGG?GA_A?_g??CP?@???g????AC?G????O??S???F??@C???g_, 
